state_id,primitive,context,hash_required,audit_required,rollback_point,ethical_check,description
PRIM_module_verify_CTX_boot,module_verify,boot,YES,CONDITIONAL,NO,YES,module_verify operation in boot context
PRIM_module_verify_CTX_runtime,module_verify,runtime,YES,CONDITIONAL,NO,YES,module_verify operation in runtime context
PRIM_module_verify_CTX_install,module_verify,install,YES,YES,NO,YES,module_verify operation in install context
PRIM_module_verify_CTX_update,module_verify,update,YES,YES,NO,YES,module_verify operation in update context
PRIM_module_verify_CTX_debug,module_verify,debug,YES,CONDITIONAL,NO,YES,module_verify operation in debug context
PRIM_module_verify_CTX_kernel,module_verify,kernel,YES,CONDITIONAL,NO,YES,module_verify operation in kernel context
PRIM_module_verify_CTX_cpu,module_verify,cpu,YES,CONDITIONAL,NO,YES,module_verify operation in cpu context
PRIM_module_verify_CTX_irq,module_verify,irq,YES,CONDITIONAL,NO,YES,module_verify operation in irq context
PRIM_module_verify_CTX_network,module_verify,network,YES,CONDITIONAL,NO,YES,module_verify operation in network context
PRIM_module_verify_CTX_logs,module_verify,logs,YES,CONDITIONAL,NO,YES,module_verify operation in logs context
PRIM_module_verify_CTX_rollback,module_verify,rollback,YES,YES,NO,YES,module_verify operation in rollback context
PRIM_module_verify_CTX_audit,module_verify,audit,YES,YES,NO,YES,module_verify operation in audit context
PRIM_module_verify_CTX_selinux,module_verify,selinux,YES,CONDITIONAL,NO,YES,module_verify operation in selinux context
PRIM_module_verify_CTX_seccomp,module_verify,seccomp,YES,CONDITIONAL,NO,YES,module_verify operation in seccomp context
PRIM_module_verify_CTX_ebpf,module_verify,ebpf,YES,CONDITIONAL,NO,YES,module_verify operation in ebpf context
PRIM_module_verify_CTX_tmpfs,module_verify,tmpfs,YES,CONDITIONAL,NO,YES,module_verify operation in tmpfs context
PRIM_module_verify_CTX_cache,module_verify,cache,YES,CONDITIONAL,NO,YES,module_verify operation in cache context
PRIM_module_verify_CTX_db,module_verify,db,YES,CONDITIONAL,NO,YES,module_verify operation in db context
PRIM_module_load_CTX_boot,module_load,boot,CONDITIONAL,CONDITIONAL,NO,YES,module_load operation in boot context
PRIM_module_load_CTX_runtime,module_load,runtime,CONDITIONAL,CONDITIONAL,NO,YES,module_load operation in runtime context
PRIM_module_load_CTX_install,module_load,install,CONDITIONAL,YES,NO,YES,module_load operation in install context
PRIM_module_load_CTX_update,module_load,update,CONDITIONAL,YES,NO,YES,module_load operation in update context
PRIM_module_load_CTX_debug,module_load,debug,CONDITIONAL,CONDITIONAL,NO,YES,module_load operation in debug context
PRIM_module_load_CTX_kernel,module_load,kernel,CONDITIONAL,CONDITIONAL,NO,YES,module_load operation in kernel context
PRIM_module_load_CTX_cpu,module_load,cpu,CONDITIONAL,CONDITIONAL,NO,YES,module_load operation in cpu context
PRIM_module_load_CTX_irq,module_load,irq,CONDITIONAL,CONDITIONAL,NO,YES,module_load operation in irq context
PRIM_module_load_CTX_network,module_load,network,CONDITIONAL,CONDITIONAL,NO,YES,module_load operation in network context
PRIM_module_load_CTX_logs,module_load,logs,CONDITIONAL,CONDITIONAL,NO,YES,module_load operation in logs context
PRIM_module_load_CTX_rollback,module_load,rollback,CONDITIONAL,YES,NO,YES,module_load operation in rollback context
PRIM_module_load_CTX_audit,module_load,audit,CONDITIONAL,YES,NO,YES,module_load operation in audit context
PRIM_module_load_CTX_selinux,module_load,selinux,CONDITIONAL,CONDITIONAL,NO,YES,module_load operation in selinux context
PRIM_module_load_CTX_seccomp,module_load,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,module_load operation in seccomp context
PRIM_module_load_CTX_ebpf,module_load,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,module_load operation in ebpf context
PRIM_module_load_CTX_tmpfs,module_load,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,module_load operation in tmpfs context
PRIM_module_load_CTX_cache,module_load,cache,CONDITIONAL,CONDITIONAL,NO,YES,module_load operation in cache context
PRIM_module_load_CTX_db,module_load,db,CONDITIONAL,CONDITIONAL,NO,YES,module_load operation in db context
PRIM_module_unload_CTX_boot,module_unload,boot,CONDITIONAL,CONDITIONAL,NO,YES,module_unload operation in boot context
PRIM_module_unload_CTX_runtime,module_unload,runtime,CONDITIONAL,CONDITIONAL,NO,YES,module_unload operation in runtime context
PRIM_module_unload_CTX_install,module_unload,install,CONDITIONAL,YES,NO,YES,module_unload operation in install context
PRIM_module_unload_CTX_update,module_unload,update,CONDITIONAL,YES,NO,YES,module_unload operation in update context
PRIM_module_unload_CTX_debug,module_unload,debug,CONDITIONAL,CONDITIONAL,NO,YES,module_unload operation in debug context
PRIM_module_unload_CTX_kernel,module_unload,kernel,CONDITIONAL,CONDITIONAL,NO,YES,module_unload operation in kernel context
PRIM_module_unload_CTX_cpu,module_unload,cpu,CONDITIONAL,CONDITIONAL,NO,YES,module_unload operation in cpu context
PRIM_module_unload_CTX_irq,module_unload,irq,CONDITIONAL,CONDITIONAL,NO,YES,module_unload operation in irq context
PRIM_module_unload_CTX_network,module_unload,network,CONDITIONAL,CONDITIONAL,NO,YES,module_unload operation in network context
PRIM_module_unload_CTX_logs,module_unload,logs,CONDITIONAL,CONDITIONAL,NO,YES,module_unload operation in logs context
PRIM_module_unload_CTX_rollback,module_unload,rollback,CONDITIONAL,YES,NO,YES,module_unload operation in rollback context
PRIM_module_unload_CTX_audit,module_unload,audit,CONDITIONAL,YES,NO,YES,module_unload operation in audit context
PRIM_module_unload_CTX_selinux,module_unload,selinux,CONDITIONAL,CONDITIONAL,NO,YES,module_unload operation in selinux context
PRIM_module_unload_CTX_seccomp,module_unload,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,module_unload operation in seccomp context
PRIM_module_unload_CTX_ebpf,module_unload,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,module_unload operation in ebpf context
PRIM_module_unload_CTX_tmpfs,module_unload,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,module_unload operation in tmpfs context
PRIM_module_unload_CTX_cache,module_unload,cache,CONDITIONAL,CONDITIONAL,NO,YES,module_unload operation in cache context
PRIM_module_unload_CTX_db,module_unload,db,CONDITIONAL,CONDITIONAL,NO,YES,module_unload operation in db context
PRIM_module_config_CTX_boot,module_config,boot,CONDITIONAL,CONDITIONAL,NO,YES,module_config operation in boot context
PRIM_module_config_CTX_runtime,module_config,runtime,CONDITIONAL,CONDITIONAL,NO,YES,module_config operation in runtime context
PRIM_module_config_CTX_install,module_config,install,CONDITIONAL,YES,NO,YES,module_config operation in install context
PRIM_module_config_CTX_update,module_config,update,CONDITIONAL,YES,NO,YES,module_config operation in update context
PRIM_module_config_CTX_debug,module_config,debug,CONDITIONAL,CONDITIONAL,NO,YES,module_config operation in debug context
PRIM_module_config_CTX_kernel,module_config,kernel,CONDITIONAL,CONDITIONAL,NO,YES,module_config operation in kernel context
PRIM_module_config_CTX_cpu,module_config,cpu,CONDITIONAL,CONDITIONAL,NO,YES,module_config operation in cpu context
PRIM_module_config_CTX_irq,module_config,irq,CONDITIONAL,CONDITIONAL,NO,YES,module_config operation in irq context
PRIM_module_config_CTX_network,module_config,network,CONDITIONAL,CONDITIONAL,NO,YES,module_config operation in network context
PRIM_module_config_CTX_logs,module_config,logs,CONDITIONAL,CONDITIONAL,NO,YES,module_config operation in logs context
PRIM_module_config_CTX_rollback,module_config,rollback,CONDITIONAL,YES,NO,YES,module_config operation in rollback context
PRIM_module_config_CTX_audit,module_config,audit,CONDITIONAL,YES,NO,YES,module_config operation in audit context
PRIM_module_config_CTX_selinux,module_config,selinux,CONDITIONAL,CONDITIONAL,NO,YES,module_config operation in selinux context
PRIM_module_config_CTX_seccomp,module_config,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,module_config operation in seccomp context
PRIM_module_config_CTX_ebpf,module_config,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,module_config operation in ebpf context
PRIM_module_config_CTX_tmpfs,module_config,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,module_config operation in tmpfs context
PRIM_module_config_CTX_cache,module_config,cache,CONDITIONAL,CONDITIONAL,NO,YES,module_config operation in cache context
PRIM_module_config_CTX_db,module_config,db,CONDITIONAL,CONDITIONAL,NO,YES,module_config operation in db context
PRIM_module_rollback_CTX_boot,module_rollback,boot,CONDITIONAL,CONDITIONAL,NO,YES,module_rollback operation in boot context
PRIM_module_rollback_CTX_runtime,module_rollback,runtime,CONDITIONAL,CONDITIONAL,NO,YES,module_rollback operation in runtime context
PRIM_module_rollback_CTX_install,module_rollback,install,CONDITIONAL,YES,NO,YES,module_rollback operation in install context
PRIM_module_rollback_CTX_update,module_rollback,update,CONDITIONAL,YES,NO,YES,module_rollback operation in update context
PRIM_module_rollback_CTX_debug,module_rollback,debug,CONDITIONAL,CONDITIONAL,NO,YES,module_rollback operation in debug context
PRIM_module_rollback_CTX_kernel,module_rollback,kernel,CONDITIONAL,CONDITIONAL,NO,YES,module_rollback operation in kernel context
PRIM_module_rollback_CTX_cpu,module_rollback,cpu,CONDITIONAL,CONDITIONAL,NO,YES,module_rollback operation in cpu context
PRIM_module_rollback_CTX_irq,module_rollback,irq,CONDITIONAL,CONDITIONAL,NO,YES,module_rollback operation in irq context
PRIM_module_rollback_CTX_network,module_rollback,network,CONDITIONAL,CONDITIONAL,NO,YES,module_rollback operation in network context
PRIM_module_rollback_CTX_logs,module_rollback,logs,CONDITIONAL,CONDITIONAL,NO,YES,module_rollback operation in logs context
PRIM_module_rollback_CTX_rollback,module_rollback,rollback,CONDITIONAL,YES,NO,YES,module_rollback operation in rollback context
PRIM_module_rollback_CTX_audit,module_rollback,audit,CONDITIONAL,YES,NO,YES,module_rollback operation in audit context
PRIM_module_rollback_CTX_selinux,module_rollback,selinux,CONDITIONAL,CONDITIONAL,NO,YES,module_rollback operation in selinux context
PRIM_module_rollback_CTX_seccomp,module_rollback,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,module_rollback operation in seccomp context
PRIM_module_rollback_CTX_ebpf,module_rollback,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,module_rollback operation in ebpf context
PRIM_module_rollback_CTX_tmpfs,module_rollback,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,module_rollback operation in tmpfs context
PRIM_module_rollback_CTX_cache,module_rollback,cache,CONDITIONAL,CONDITIONAL,NO,YES,module_rollback operation in cache context
PRIM_module_rollback_CTX_db,module_rollback,db,CONDITIONAL,CONDITIONAL,NO,YES,module_rollback operation in db context
PRIM_db_open_CTX_boot,db_open,boot,CONDITIONAL,CONDITIONAL,NO,YES,db_open operation in boot context
PRIM_db_open_CTX_runtime,db_open,runtime,CONDITIONAL,CONDITIONAL,NO,YES,db_open operation in runtime context
PRIM_db_open_CTX_install,db_open,install,CONDITIONAL,YES,NO,YES,db_open operation in install context
PRIM_db_open_CTX_update,db_open,update,CONDITIONAL,YES,NO,YES,db_open operation in update context
PRIM_db_open_CTX_debug,db_open,debug,CONDITIONAL,CONDITIONAL,NO,YES,db_open operation in debug context
PRIM_db_open_CTX_kernel,db_open,kernel,CONDITIONAL,CONDITIONAL,NO,YES,db_open operation in kernel context
PRIM_db_open_CTX_cpu,db_open,cpu,CONDITIONAL,CONDITIONAL,NO,YES,db_open operation in cpu context
PRIM_db_open_CTX_irq,db_open,irq,CONDITIONAL,CONDITIONAL,NO,YES,db_open operation in irq context
PRIM_db_open_CTX_network,db_open,network,CONDITIONAL,CONDITIONAL,NO,YES,db_open operation in network context
PRIM_db_open_CTX_logs,db_open,logs,CONDITIONAL,CONDITIONAL,NO,YES,db_open operation in logs context
PRIM_db_open_CTX_rollback,db_open,rollback,CONDITIONAL,YES,NO,YES,db_open operation in rollback context
PRIM_db_open_CTX_audit,db_open,audit,CONDITIONAL,YES,NO,YES,db_open operation in audit context
PRIM_db_open_CTX_selinux,db_open,selinux,CONDITIONAL,CONDITIONAL,NO,YES,db_open operation in selinux context
PRIM_db_open_CTX_seccomp,db_open,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,db_open operation in seccomp context
PRIM_db_open_CTX_ebpf,db_open,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,db_open operation in ebpf context
PRIM_db_open_CTX_tmpfs,db_open,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,db_open operation in tmpfs context
PRIM_db_open_CTX_cache,db_open,cache,CONDITIONAL,CONDITIONAL,NO,YES,db_open operation in cache context
PRIM_db_open_CTX_db,db_open,db,CONDITIONAL,CONDITIONAL,NO,YES,db_open operation in db context
PRIM_db_query_CTX_boot,db_query,boot,CONDITIONAL,CONDITIONAL,NO,YES,db_query operation in boot context
PRIM_db_query_CTX_runtime,db_query,runtime,CONDITIONAL,CONDITIONAL,NO,YES,db_query operation in runtime context
PRIM_db_query_CTX_install,db_query,install,CONDITIONAL,YES,NO,YES,db_query operation in install context
PRIM_db_query_CTX_update,db_query,update,CONDITIONAL,YES,NO,YES,db_query operation in update context
PRIM_db_query_CTX_debug,db_query,debug,CONDITIONAL,CONDITIONAL,NO,YES,db_query operation in debug context
PRIM_db_query_CTX_kernel,db_query,kernel,CONDITIONAL,CONDITIONAL,NO,YES,db_query operation in kernel context
PRIM_db_query_CTX_cpu,db_query,cpu,CONDITIONAL,CONDITIONAL,NO,YES,db_query operation in cpu context
PRIM_db_query_CTX_irq,db_query,irq,CONDITIONAL,CONDITIONAL,NO,YES,db_query operation in irq context
PRIM_db_query_CTX_network,db_query,network,CONDITIONAL,CONDITIONAL,NO,YES,db_query operation in network context
PRIM_db_query_CTX_logs,db_query,logs,CONDITIONAL,CONDITIONAL,NO,YES,db_query operation in logs context
PRIM_db_query_CTX_rollback,db_query,rollback,CONDITIONAL,YES,NO,YES,db_query operation in rollback context
PRIM_db_query_CTX_audit,db_query,audit,CONDITIONAL,YES,NO,YES,db_query operation in audit context
PRIM_db_query_CTX_selinux,db_query,selinux,CONDITIONAL,CONDITIONAL,NO,YES,db_query operation in selinux context
PRIM_db_query_CTX_seccomp,db_query,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,db_query operation in seccomp context
PRIM_db_query_CTX_ebpf,db_query,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,db_query operation in ebpf context
PRIM_db_query_CTX_tmpfs,db_query,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,db_query operation in tmpfs context
PRIM_db_query_CTX_cache,db_query,cache,CONDITIONAL,CONDITIONAL,NO,YES,db_query operation in cache context
PRIM_db_query_CTX_db,db_query,db,CONDITIONAL,CONDITIONAL,NO,YES,db_query operation in db context
PRIM_db_insert_CTX_boot,db_insert,boot,CONDITIONAL,CONDITIONAL,NO,YES,db_insert operation in boot context
PRIM_db_insert_CTX_runtime,db_insert,runtime,CONDITIONAL,CONDITIONAL,NO,YES,db_insert operation in runtime context
PRIM_db_insert_CTX_install,db_insert,install,CONDITIONAL,YES,NO,YES,db_insert operation in install context
PRIM_db_insert_CTX_update,db_insert,update,CONDITIONAL,YES,NO,YES,db_insert operation in update context
PRIM_db_insert_CTX_debug,db_insert,debug,CONDITIONAL,CONDITIONAL,NO,YES,db_insert operation in debug context
PRIM_db_insert_CTX_kernel,db_insert,kernel,CONDITIONAL,CONDITIONAL,NO,YES,db_insert operation in kernel context
PRIM_db_insert_CTX_cpu,db_insert,cpu,CONDITIONAL,CONDITIONAL,NO,YES,db_insert operation in cpu context
PRIM_db_insert_CTX_irq,db_insert,irq,CONDITIONAL,CONDITIONAL,NO,YES,db_insert operation in irq context
PRIM_db_insert_CTX_network,db_insert,network,CONDITIONAL,CONDITIONAL,NO,YES,db_insert operation in network context
PRIM_db_insert_CTX_logs,db_insert,logs,CONDITIONAL,CONDITIONAL,NO,YES,db_insert operation in logs context
PRIM_db_insert_CTX_rollback,db_insert,rollback,CONDITIONAL,YES,NO,YES,db_insert operation in rollback context
PRIM_db_insert_CTX_audit,db_insert,audit,CONDITIONAL,YES,NO,YES,db_insert operation in audit context
PRIM_db_insert_CTX_selinux,db_insert,selinux,CONDITIONAL,CONDITIONAL,NO,YES,db_insert operation in selinux context
PRIM_db_insert_CTX_seccomp,db_insert,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,db_insert operation in seccomp context
PRIM_db_insert_CTX_ebpf,db_insert,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,db_insert operation in ebpf context
PRIM_db_insert_CTX_tmpfs,db_insert,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,db_insert operation in tmpfs context
PRIM_db_insert_CTX_cache,db_insert,cache,CONDITIONAL,CONDITIONAL,NO,YES,db_insert operation in cache context
PRIM_db_insert_CTX_db,db_insert,db,CONDITIONAL,CONDITIONAL,NO,YES,db_insert operation in db context
PRIM_db_update_CTX_boot,db_update,boot,CONDITIONAL,CONDITIONAL,YES,YES,db_update operation in boot context
PRIM_db_update_CTX_runtime,db_update,runtime,CONDITIONAL,CONDITIONAL,YES,YES,db_update operation in runtime context
PRIM_db_update_CTX_install,db_update,install,CONDITIONAL,YES,YES,YES,db_update operation in install context
PRIM_db_update_CTX_update,db_update,update,CONDITIONAL,YES,YES,YES,db_update operation in update context
PRIM_db_update_CTX_debug,db_update,debug,CONDITIONAL,CONDITIONAL,YES,YES,db_update operation in debug context
PRIM_db_update_CTX_kernel,db_update,kernel,CONDITIONAL,CONDITIONAL,YES,YES,db_update operation in kernel context
PRIM_db_update_CTX_cpu,db_update,cpu,CONDITIONAL,CONDITIONAL,YES,YES,db_update operation in cpu context
PRIM_db_update_CTX_irq,db_update,irq,CONDITIONAL,CONDITIONAL,YES,YES,db_update operation in irq context
PRIM_db_update_CTX_network,db_update,network,CONDITIONAL,CONDITIONAL,YES,YES,db_update operation in network context
PRIM_db_update_CTX_logs,db_update,logs,CONDITIONAL,CONDITIONAL,YES,YES,db_update operation in logs context
PRIM_db_update_CTX_rollback,db_update,rollback,CONDITIONAL,YES,YES,YES,db_update operation in rollback context
PRIM_db_update_CTX_audit,db_update,audit,CONDITIONAL,YES,YES,YES,db_update operation in audit context
PRIM_db_update_CTX_selinux,db_update,selinux,CONDITIONAL,CONDITIONAL,YES,YES,db_update operation in selinux context
PRIM_db_update_CTX_seccomp,db_update,seccomp,CONDITIONAL,CONDITIONAL,YES,YES,db_update operation in seccomp context
PRIM_db_update_CTX_ebpf,db_update,ebpf,CONDITIONAL,CONDITIONAL,YES,YES,db_update operation in ebpf context
PRIM_db_update_CTX_tmpfs,db_update,tmpfs,CONDITIONAL,CONDITIONAL,YES,YES,db_update operation in tmpfs context
PRIM_db_update_CTX_cache,db_update,cache,CONDITIONAL,CONDITIONAL,YES,YES,db_update operation in cache context
PRIM_db_update_CTX_db,db_update,db,CONDITIONAL,CONDITIONAL,YES,YES,db_update operation in db context
PRIM_db_delete_CTX_boot,db_delete,boot,CONDITIONAL,CONDITIONAL,NO,YES,db_delete operation in boot context
PRIM_db_delete_CTX_runtime,db_delete,runtime,CONDITIONAL,CONDITIONAL,NO,YES,db_delete operation in runtime context
PRIM_db_delete_CTX_install,db_delete,install,CONDITIONAL,YES,NO,YES,db_delete operation in install context
PRIM_db_delete_CTX_update,db_delete,update,CONDITIONAL,YES,NO,YES,db_delete operation in update context
PRIM_db_delete_CTX_debug,db_delete,debug,CONDITIONAL,CONDITIONAL,NO,YES,db_delete operation in debug context
PRIM_db_delete_CTX_kernel,db_delete,kernel,CONDITIONAL,CONDITIONAL,NO,YES,db_delete operation in kernel context
PRIM_db_delete_CTX_cpu,db_delete,cpu,CONDITIONAL,CONDITIONAL,NO,YES,db_delete operation in cpu context
PRIM_db_delete_CTX_irq,db_delete,irq,CONDITIONAL,CONDITIONAL,NO,YES,db_delete operation in irq context
PRIM_db_delete_CTX_network,db_delete,network,CONDITIONAL,CONDITIONAL,NO,YES,db_delete operation in network context
PRIM_db_delete_CTX_logs,db_delete,logs,CONDITIONAL,CONDITIONAL,NO,YES,db_delete operation in logs context
PRIM_db_delete_CTX_rollback,db_delete,rollback,CONDITIONAL,YES,NO,YES,db_delete operation in rollback context
PRIM_db_delete_CTX_audit,db_delete,audit,CONDITIONAL,YES,NO,YES,db_delete operation in audit context
PRIM_db_delete_CTX_selinux,db_delete,selinux,CONDITIONAL,CONDITIONAL,NO,YES,db_delete operation in selinux context
PRIM_db_delete_CTX_seccomp,db_delete,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,db_delete operation in seccomp context
PRIM_db_delete_CTX_ebpf,db_delete,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,db_delete operation in ebpf context
PRIM_db_delete_CTX_tmpfs,db_delete,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,db_delete operation in tmpfs context
PRIM_db_delete_CTX_cache,db_delete,cache,CONDITIONAL,CONDITIONAL,NO,YES,db_delete operation in cache context
PRIM_db_delete_CTX_db,db_delete,db,CONDITIONAL,CONDITIONAL,NO,YES,db_delete operation in db context
PRIM_db_backup_CTX_boot,db_backup,boot,CONDITIONAL,CONDITIONAL,NO,YES,db_backup operation in boot context
PRIM_db_backup_CTX_runtime,db_backup,runtime,CONDITIONAL,CONDITIONAL,NO,YES,db_backup operation in runtime context
PRIM_db_backup_CTX_install,db_backup,install,CONDITIONAL,YES,NO,YES,db_backup operation in install context
PRIM_db_backup_CTX_update,db_backup,update,CONDITIONAL,YES,NO,YES,db_backup operation in update context
PRIM_db_backup_CTX_debug,db_backup,debug,CONDITIONAL,CONDITIONAL,NO,YES,db_backup operation in debug context
PRIM_db_backup_CTX_kernel,db_backup,kernel,CONDITIONAL,CONDITIONAL,NO,YES,db_backup operation in kernel context
PRIM_db_backup_CTX_cpu,db_backup,cpu,CONDITIONAL,CONDITIONAL,NO,YES,db_backup operation in cpu context
PRIM_db_backup_CTX_irq,db_backup,irq,CONDITIONAL,CONDITIONAL,NO,YES,db_backup operation in irq context
PRIM_db_backup_CTX_network,db_backup,network,CONDITIONAL,CONDITIONAL,NO,YES,db_backup operation in network context
PRIM_db_backup_CTX_logs,db_backup,logs,CONDITIONAL,CONDITIONAL,NO,YES,db_backup operation in logs context
PRIM_db_backup_CTX_rollback,db_backup,rollback,CONDITIONAL,YES,NO,YES,db_backup operation in rollback context
PRIM_db_backup_CTX_audit,db_backup,audit,CONDITIONAL,YES,NO,YES,db_backup operation in audit context
PRIM_db_backup_CTX_selinux,db_backup,selinux,CONDITIONAL,CONDITIONAL,NO,YES,db_backup operation in selinux context
PRIM_db_backup_CTX_seccomp,db_backup,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,db_backup operation in seccomp context
PRIM_db_backup_CTX_ebpf,db_backup,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,db_backup operation in ebpf context
PRIM_db_backup_CTX_tmpfs,db_backup,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,db_backup operation in tmpfs context
PRIM_db_backup_CTX_cache,db_backup,cache,CONDITIONAL,CONDITIONAL,NO,YES,db_backup operation in cache context
PRIM_db_backup_CTX_db,db_backup,db,CONDITIONAL,CONDITIONAL,NO,YES,db_backup operation in db context
PRIM_tmpfs_cache_write_CTX_boot,tmpfs_cache_write,boot,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_write operation in boot context
PRIM_tmpfs_cache_write_CTX_runtime,tmpfs_cache_write,runtime,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_write operation in runtime context
PRIM_tmpfs_cache_write_CTX_install,tmpfs_cache_write,install,CONDITIONAL,YES,NO,YES,tmpfs_cache_write operation in install context
PRIM_tmpfs_cache_write_CTX_update,tmpfs_cache_write,update,CONDITIONAL,YES,NO,YES,tmpfs_cache_write operation in update context
PRIM_tmpfs_cache_write_CTX_debug,tmpfs_cache_write,debug,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_write operation in debug context
PRIM_tmpfs_cache_write_CTX_kernel,tmpfs_cache_write,kernel,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_write operation in kernel context
PRIM_tmpfs_cache_write_CTX_cpu,tmpfs_cache_write,cpu,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_write operation in cpu context
PRIM_tmpfs_cache_write_CTX_irq,tmpfs_cache_write,irq,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_write operation in irq context
PRIM_tmpfs_cache_write_CTX_network,tmpfs_cache_write,network,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_write operation in network context
PRIM_tmpfs_cache_write_CTX_logs,tmpfs_cache_write,logs,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_write operation in logs context
PRIM_tmpfs_cache_write_CTX_rollback,tmpfs_cache_write,rollback,CONDITIONAL,YES,NO,YES,tmpfs_cache_write operation in rollback context
PRIM_tmpfs_cache_write_CTX_audit,tmpfs_cache_write,audit,CONDITIONAL,YES,NO,YES,tmpfs_cache_write operation in audit context
PRIM_tmpfs_cache_write_CTX_selinux,tmpfs_cache_write,selinux,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_write operation in selinux context
PRIM_tmpfs_cache_write_CTX_seccomp,tmpfs_cache_write,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_write operation in seccomp context
PRIM_tmpfs_cache_write_CTX_ebpf,tmpfs_cache_write,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_write operation in ebpf context
PRIM_tmpfs_cache_write_CTX_tmpfs,tmpfs_cache_write,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_write operation in tmpfs context
PRIM_tmpfs_cache_write_CTX_cache,tmpfs_cache_write,cache,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_write operation in cache context
PRIM_tmpfs_cache_write_CTX_db,tmpfs_cache_write,db,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_write operation in db context
PRIM_tmpfs_cache_read_CTX_boot,tmpfs_cache_read,boot,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_read operation in boot context
PRIM_tmpfs_cache_read_CTX_runtime,tmpfs_cache_read,runtime,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_read operation in runtime context
PRIM_tmpfs_cache_read_CTX_install,tmpfs_cache_read,install,CONDITIONAL,YES,NO,YES,tmpfs_cache_read operation in install context
PRIM_tmpfs_cache_read_CTX_update,tmpfs_cache_read,update,CONDITIONAL,YES,NO,YES,tmpfs_cache_read operation in update context
PRIM_tmpfs_cache_read_CTX_debug,tmpfs_cache_read,debug,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_read operation in debug context
PRIM_tmpfs_cache_read_CTX_kernel,tmpfs_cache_read,kernel,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_read operation in kernel context
PRIM_tmpfs_cache_read_CTX_cpu,tmpfs_cache_read,cpu,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_read operation in cpu context
PRIM_tmpfs_cache_read_CTX_irq,tmpfs_cache_read,irq,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_read operation in irq context
PRIM_tmpfs_cache_read_CTX_network,tmpfs_cache_read,network,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_read operation in network context
PRIM_tmpfs_cache_read_CTX_logs,tmpfs_cache_read,logs,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_read operation in logs context
PRIM_tmpfs_cache_read_CTX_rollback,tmpfs_cache_read,rollback,CONDITIONAL,YES,NO,YES,tmpfs_cache_read operation in rollback context
PRIM_tmpfs_cache_read_CTX_audit,tmpfs_cache_read,audit,CONDITIONAL,YES,NO,YES,tmpfs_cache_read operation in audit context
PRIM_tmpfs_cache_read_CTX_selinux,tmpfs_cache_read,selinux,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_read operation in selinux context
